tick_production_bovine,tick_production_porc,tick_production_poulet,tick_production_legumes,tick_production_coton,tick_consommation_bovine,tick_consommation_porc,tick_consommation_poulet,tick_consommation_legumes,tick_distribution_bovine,tick_distribution_porc,tick_distribution_poulet,tick_distribution_legumes,tick_reception_bovine,tick_reception_porc,tick_reception_poulet,tick_reception_legumes,tick_emission_total,tick_surface_used_viandes,tick_surface_used_legumes,tick_surface_manque_viandes,tick_surface_manque_legumes,tick_water_used_agricole,tick_energy_used_agricole,tick_penurie_bovine,tick_penurie_porc,tick_penurie_poulet,tick_penurie_legumes,tick_stock_bovine,tick_stock_porc,tick_stock_poulet,tick_stock_legumes
11170320.0,16236640.0,14222320.0,63725760.0,0.0,11170320.0,16236640.0,14222320.0,63725760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137556692.0,3283982520.0,42059001.6,0.0,0.0,351446711840.0,169795578.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11170320.0,16236640.0,14222320.0,63725760.0,0.0,11170320.0,16236640.0,14222320.0,63725760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137556692.0,3283982520.0,42059001.6,0.0,0.0,351446711840.0,169795578.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11185326.0,16258452.0,14241426.0,63811368.0,0.0,11177823.0,16247546.0,14231873.0,63768564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137741483.1,3288394161.0,42115502.88,0.0,0.0,351918838812.0,170023678.62,7503.0,10906.0,9553.0,42804.0,0.0,0.0,0.0,0.0
11177823.0,16247546.0,14231873.0,63768564.0,0.0,11177823.0,16247546.0,14231873.0,63768564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137649087.54999998,3286188340.5,42087252.24,0.0,0.0,351682775326.0,169909628.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11238213.0,16335326.0,14308763.0,64113084.0,0.0,11208018.0,16291436.0,14270318.0,63940824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138392759.04999998,3303942505.5,42314635.440000005,0.0,0.0,353582798506.0,170827592.81,30195.0,43890.0,38445.0,172260.0,0.0,0.0,0.0,0.0
11254866.0,16359532.0,14329966.0,64208088.0,0.0,11231442.0,16325484.0,14300142.0,64074456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138597832.1,3308838351.0,42377338.080000006,0.0,0.0,354106744292.0,171080728.42000002,23424.0,34048.0,29824.0,133632.0,0.0,0.0,0.0,0.0
11404560.0,16577120.0,14520560.0,65062080.0,0.0,11318001.0,16451302.0,14410351.0,64568268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140441236.0,3352847160.0,42940972.800000004,0.0,0.0,358816498720.0,173356167.20000002,86559.0,125818.0,110209.0,493812.0,0.0,0.0,0.0,0.0
11318001.0,16451302.0,14410351.0,64568268.0,0.0,11318001.0,16451302.0,14410351.0,64568268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139375306.85,3327399523.5,42615056.88,0.0,0.0,356093132162.0,172040418.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11383149.0,16545998.0,14493299.0,64939932.0,0.0,11350575.0,16498650.0,14451825.0,64754100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140177570.64999998,3346552501.5,42860355.120000005,0.0,0.0,358142854138.0,173030707.13,32574.0,47348.0,41474.0,185832.0,0.0,0.0,0.0,0.0
11350575.0,16498650.0,14451825.0,64754100.0,0.0,11350575.0,16498650.0,14451825.0,64754100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139776438.75,3336976012.5,42737706.0,0.0,0.0,357117993150.0,172535562.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
