tick_production_bovine,tick_production_porc,tick_production_poulet,tick_production_legumes,tick_production_coton,tick_consommation_bovine,tick_consommation_porc,tick_consommation_poulet,tick_consommation_legumes,tick_distribution_bovine,tick_distribution_porc,tick_distribution_poulet,tick_distribution_legumes,tick_reception_bovine,tick_reception_porc,tick_reception_poulet,tick_reception_legumes,tick_emission_total,tick_surface_used_viandes,tick_surface_used_legumes,tick_surface_manque_viandes,tick_surface_manque_legumes,tick_water_used_agricole,tick_energy_used_agricole,tick_penurie_bovine,tick_penurie_porc,tick_penurie_poulet,tick_penurie_legumes,tick_stock_bovine,tick_stock_porc,tick_stock_poulet,tick_stock_legumes
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121621.0,7444542.0,6520971.0,29218428.0,0.0,5121621.0,7444542.0,6520971.0,29218428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070103.849999994,1505714593.5,19284162.48,0.0,0.0,161139238602.0,77851717.77000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121621.0,7444542.0,6520971.0,29218428.0,0.0,5121621.0,7444542.0,6520971.0,29218428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070103.849999994,1505714593.5,19284162.48,0.0,0.0,161139238602.0,77851717.77000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5121621.0,7444542.0,6520971.0,29218428.0,0.0,5121621.0,7444542.0,6520971.0,29218428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63070103.849999994,1505714593.5,19284162.48,0.0,0.0,161139238602.0,77851717.77000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5138823.0,7469546.0,6542873.0,29316564.0,0.0,5130405.0,7457310.0,6532155.0,29268540.0,366.0,532.0,466.0,2088.0,0.0,0.0,0.0,0.0,63281937.55,1510771840.5,19348932.240000002,0.0,0.0,161680457326.0,78113198.51,8418.0,12236.0,10718.0,48024.0,0.0,0.0,0.0,0.0
5130405.0,7457310.0,6532155.0,29268540.0,0.0,5130405.0,7457310.0,6532155.0,29268540.0,366.0,532.0,466.0,2088.0,0.0,0.0,0.0,0.0,63178274.24999999,1508297017.5,19317236.400000002,0.0,0.0,161415605610.0,77985239.85000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
