tick_production_bovine,tick_production_porc,tick_production_poulet,tick_production_legumes,tick_production_coton,tick_consommation_bovine,tick_consommation_porc,tick_consommation_poulet,tick_consommation_legumes,tick_distribution_bovine,tick_distribution_porc,tick_distribution_poulet,tick_distribution_legumes,tick_reception_bovine,tick_reception_porc,tick_reception_poulet,tick_reception_legumes,tick_emission_total,tick_surface_used_viandes,tick_surface_used_legumes,tick_surface_manque_viandes,tick_surface_manque_legumes,tick_water_used_agricole,tick_energy_used_agricole,tick_penurie_bovine,tick_penurie_porc,tick_penurie_poulet,tick_penurie_legumes,tick_stock_bovine,tick_stock_porc,tick_stock_poulet,tick_stock_legumes
10186695.0,14806890.0,12969945.0,58114260.0,0.0,10186695.0,14806890.0,12969945.0,58114260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125443860.75,2994804832.5,38355411.6,0.0,0.0,320499364590.0,154843887.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10186695.0,14806890.0,12969945.0,58114260.0,0.0,10186695.0,14806890.0,12969945.0,58114260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125443860.75,2994804832.5,38355411.6,0.0,0.0,320499364590.0,154843887.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10184499.0,14803698.0,12967149.0,58101732.0,0.0,10184499.0,14803698.0,12967149.0,58101732.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125416818.14999998,2994159226.5,38347143.120000005,0.0,0.0,320430272838.0,154810506.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10214145.0,14846790.0,13004895.0,58270860.0,0.0,10199322.0,14825244.0,12986022.0,58186296.0,0.0,0.0,0.0,0.0,2196.0,3192.0,2796.0,12528.0,125781893.25,3002874907.5,38458767.6,0.0,0.0,321363011490.0,155261143.65,14823.0,21546.0,18873.0,84564.0,0.0,0.0,0.0,0.0
10222197.0,14858494.0,13015147.0,58316796.0,0.0,10212681.0,14844662.0,13003031.0,58262508.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,125881049.44999999,3005242129.5,38489085.36,0.0,0.0,321616347914.0,155383538.89000002,9516.0,13832.0,12116.0,54288.0,0.0,0.0,0.0,0.0
10215975.0,14849450.0,13007225.0,58281300.0,0.0,10215975.0,14849450.0,13007225.0,58281300.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,125804428.74999999,3003412912.5,38465658.0,0.0,0.0,321420587950.0,155288960.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10215975.0,14849450.0,13007225.0,58281300.0,0.0,10215975.0,14849450.0,13007225.0,58281300.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,125804428.74999999,3003412912.5,38465658.0,0.0,0.0,321420587950.0,155288960.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10215975.0,14849450.0,13007225.0,58281300.0,0.0,10215975.0,14849450.0,13007225.0,58281300.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,125804428.74999999,3003412912.5,38465658.0,0.0,0.0,321420587950.0,155288960.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10237203.0,14880306.0,13034253.0,58402404.0,0.0,10226589.0,14864878.0,13020739.0,58341852.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,126065840.54999998,3009653770.5,38545586.64,0.0,0.0,322088474886.0,155611639.11,10614.0,15428.0,13514.0,60552.0,0.0,0.0,0.0,0.0
10226589.0,14864878.0,13020739.0,58341852.0,0.0,10226589.0,14864878.0,13020739.0,58341852.0,3843.0,5586.0,4893.0,21924.0,2196.0,3192.0,2796.0,12528.0,125935134.64999999,3006533341.5,38505622.32,0.0,0.0,321754531418.0,155450299.92999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10223661.0,14860622.0,13017011.0,58325148.0,0.0,10223661.0,14860622.0,13017011.0,58325148.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,125899077.85,3005672533.5,38494597.68,0.0,0.0,321662409082.0,155405792.57000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10251477.0,14901054.0,13052427.0,58483836.0,0.0,10237569.0,14880838.0,13034719.0,58404492.0,3843.0,5586.0,4893.0,21924.0,5124.0,7448.0,6524.0,29232.0,126241617.45,3013850209.5,38599331.760000005,0.0,0.0,322537571274.0,155828612.49,13908.0,20216.0,17708.0,79344.0,0.0,0.0,0.0,0.0
10265568.0,14921536.0,13070368.0,58564224.0,0.0,10254771.0,14905842.0,13056621.0,58502628.0,10248.0,14896.0,13048.0,58464.0,5124.0,7448.0,6524.0,29232.0,126415140.79999998,3017992848.0,38652387.84,0.0,0.0,322980910016.0,156042804.16,10797.0,15694.0,13747.0,61596.0,0.0,0.0,0.0,0.0
10262640.0,14917280.0,13066640.0,58547520.0,0.0,10259529.0,14912758.0,13062679.0,58529772.0,11895.0,17290.0,15145.0,67860.0,5124.0,7448.0,6524.0,29232.0,126379084.0,3017132040.0,38641363.2,0.0,0.0,322888787680.0,155998296.8,3111.0,4522.0,3961.0,17748.0,0.0,0.0,0.0,0.0
10259529.0,14912758.0,13062679.0,58529772.0,0.0,10259529.0,14912758.0,13062679.0,58529772.0,11895.0,17290.0,15145.0,67860.0,5124.0,7448.0,6524.0,29232.0,126340773.64999999,3016217431.5,38629649.52,0.0,0.0,322790907698.0,155951007.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10259529.0,14912758.0,13062679.0,58529772.0,0.0,10259529.0,14912758.0,13062679.0,58529772.0,11895.0,17290.0,15145.0,67860.0,5124.0,7448.0,6524.0,29232.0,126340773.64999999,3016217431.5,38629649.52,0.0,0.0,322790907698.0,155951007.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10273071.0,14932442.0,13079921.0,58607028.0,0.0,10267581.0,14924462.0,13072931.0,58575708.0,14457.0,21014.0,18407.0,82476.0,5124.0,7448.0,6524.0,29232.0,126507536.35,3020198668.5,38680638.480000004,0.0,0.0,323216973502.0,156156854.27,5490.0,7980.0,6990.0,31320.0,0.0,0.0,0.0,0.0
10267581.0,14924462.0,13072931.0,58575708.0,0.0,10267581.0,14924462.0,13072931.0,58575708.0,14457.0,21014.0,18407.0,82476.0,5124.0,7448.0,6524.0,29232.0,126439929.85,3018584653.5,38659967.28,0.0,0.0,323044244122.0,156073402.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10265934.0,14922068.0,13070834.0,58566312.0,0.0,10265934.0,14922068.0,13070834.0,58566312.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126419647.89999999,3018100449.0,38653765.92,0.0,0.0,322992425308.0,156048367.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10298142.0,14968884.0,13111842.0,58750056.0,0.0,10282038.0,14945476.0,13091338.0,58658184.0,14457.0,21014.0,18407.0,82476.0,6771.0,9842.0,8621.0,38628.0,126816272.69999999,3027569337.0,38775036.96,0.0,0.0,324005771004.0,156537948.54000002,16104.0,23408.0,20504.0,91872.0,0.0,0.0,0.0,0.0
10305462.0,14979524.0,13121162.0,58791816.0,0.0,10295580.0,14965160.0,13108580.0,58735440.0,18117.0,26334.0,23067.0,103356.0,6771.0,9842.0,8621.0,38628.0,126906414.69999999,3029721357.0,38802598.56,0.0,0.0,324236076844.0,156649216.94000003,9882.0,14364.0,12582.0,56376.0,0.0,0.0,0.0,0.0
10309671.0,14985642.0,13126521.0,58815828.0,0.0,10302717.0,14975534.0,13117667.0,58776156.0,18300.0,26600.0,23300.0,104400.0,6771.0,9842.0,8621.0,38628.0,126958246.35,3030958768.5,38818446.480000004,0.0,0.0,324368502702.0,156713196.27,6954.0,10108.0,8854.0,39672.0,0.0,0.0,0.0,0.0
10302717.0,14975534.0,13117667.0,58776156.0,0.0,10302717.0,14975534.0,13117667.0,58776156.0,18300.0,26600.0,23300.0,104400.0,6771.0,9842.0,8621.0,38628.0,126872611.44999999,3028914349.5,38792262.96,0.0,0.0,324149712154.0,156607491.29000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10302717.0,14975534.0,13117667.0,58776156.0,0.0,10302717.0,14975534.0,13117667.0,58776156.0,18300.0,26600.0,23300.0,104400.0,6771.0,9842.0,8621.0,38628.0,126872611.44999999,3028914349.5,38792262.96,0.0,0.0,324149712154.0,156607491.29000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10319736.0,15000272.0,13139336.0,58873248.0,0.0,10313331.0,14990962.0,13131181.0,58836708.0,22509.0,32718.0,28659.0,128412.0,6771.0,9842.0,8621.0,38628.0,127082191.6,3033917796.0,38856343.68,0.0,0.0,324685173232.0,156866190.32000002,6405.0,9310.0,8155.0,36540.0,0.0,0.0,0.0,0.0
10313331.0,14990962.0,13131181.0,58836708.0,0.0,10313331.0,14990962.0,13131181.0,58836708.0,22509.0,32718.0,28659.0,128412.0,6771.0,9842.0,8621.0,38628.0,127003317.35,3032034778.5,38832227.28,0.0,0.0,324483655622.0,156768830.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,7137.0,10374.0,9087.0,40716.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,6039.0,7689.0,8778.0,34452.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,13176.0,19152.0,16776.0,75168.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,13176.0,19152.0,16776.0,75168.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,13176.0,19152.0,16776.0,75168.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,13176.0,19152.0,16776.0,75168.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10306926.0,14981652.0,13123026.0,58800168.0,0.0,10306926.0,14981652.0,13123026.0,58800168.0,22509.0,32718.0,28659.0,128412.0,13176.0,19152.0,16776.0,75168.0,126924443.1,3030151761.0,38808110.88,0.0,0.0,324282138012.0,156671470.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
