tick_production_bovine,tick_production_porc,tick_production_poulet,tick_production_legumes,tick_production_coton,tick_consommation_bovine,tick_consommation_porc,tick_consommation_poulet,tick_consommation_legumes,tick_distribution_bovine,tick_distribution_porc,tick_distribution_poulet,tick_distribution_legumes,tick_reception_bovine,tick_reception_porc,tick_reception_poulet,tick_reception_legumes,tick_emission_total,tick_surface_used_viandes,tick_surface_used_legumes,tick_surface_manque_viandes,tick_surface_manque_legumes,tick_water_used_agricole,tick_energy_used_agricole,tick_penurie_bovine,tick_penurie_porc,tick_penurie_poulet,tick_penurie_legumes,tick_stock_bovine,tick_stock_porc,tick_stock_poulet,tick_stock_legumes
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119059.0,7440818.0,6517709.0,29203812.0,0.0,5119059.0,7440818.0,6517709.0,29203812.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63038554.14999999,1504961386.5,19274515.92,0.0,0.0,161058631558.0,77812773.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117595.0,7438690.0,6515845.0,29195460.0,0.0,5117595.0,7438690.0,6515845.0,29195460.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63020525.75,1504530982.5,19269003.6,0.0,0.0,161012570390.0,77790520.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127477.0,7453054.0,6528427.0,29251836.0,0.0,5122536.0,7445872.0,6522136.0,29223648.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63142217.449999996,1507436209.5,19306211.76,0.0,0.0,161323483274.0,77940732.49,4941.0,7182.0,6291.0,28188.0,0.0,0.0,0.0,0.0
5141934.0,7474068.0,6546834.0,29334312.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63320247.89999999,1511686449.0,19360645.92,0.0,0.0,161778337308.0,78160487.58,9699.0,14098.0,12349.0,55332.0,0.0,0.0,0.0,0.0
5132235.0,7459970.0,6534485.0,29278980.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63200809.75,1508835022.5,19324126.8,0.0,0.0,161473182070.0,78013056.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132235.0,7459970.0,6534485.0,29278980.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63200809.75,1508835022.5,19324126.8,0.0,0.0,161473182070.0,78013056.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132235.0,7459970.0,6534485.0,29278980.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63200809.75,1508835022.5,19324126.8,0.0,0.0,161473182070.0,78013056.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132235.0,7459970.0,6534485.0,29278980.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63200809.75,1508835022.5,19324126.8,0.0,0.0,161473182070.0,78013056.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132235.0,7459970.0,6534485.0,29278980.0,0.0,5132235.0,7459970.0,6534485.0,29278980.0,0.0,0.0,0.0,0.0,1464.0,2128.0,1864.0,8352.0,63200809.75,1508835022.5,19324126.8,0.0,0.0,161473182070.0,78013056.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
